Customer_ID;Gender;Age;Tenure;Saving_Amount;Current_Amount;Time_Deposits_Amount;Funds_Amount;Stocks_Amount;Bank_Assurance_Amount;Life_Assurance_Amount;Business_Loan_Amount;Home_Loan_Amount;Consumer_Loan_Amount;Branch_Transactions;ATM_Transactions;Phone_Transactions;Internet_Transactions;Standing_Orders;New_Credit_Card_Flag
2245;F;20;107;21.752857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3;12;0;0;0;0
2246;M;36;111;4648.565714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5;0;0;0;0;0
2247;M;70;129;0.000000;83424.120000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;18;0;0;0;3;0
2248;F;59;121;781.112857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2249;M;41;106;13020.304286;0.000000;0.000000;0.000000;29.031429;0.000000;0.000000;0.000000;0.000000;0.000000;11;0;0;0;0;0
2250;F;49;120;223.792857;0.000000;0.000000;0.000000;178.278571;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2251;F;48;137;3774.634286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2252;M;80;126;17.142857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2253;M;67;150;13.000000;0.000000;0.000000;13823.724286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2254;F;39;133;8.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;136.494000;2;0;0;0;0;0
2255;F;60;114;177.221429;1345.650000;0.000000;0.000000;10304.792857;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2256;F;36;113;2408.422857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2257;F;37;134;278.777143;0.000000;35473.278571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2258;M;43;115;87212.442857;92.590000;0.000000;3263.498571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;30;11;4;0;8;1
2259;F;35;123;24834.831429;0.000000;0.000000;0.000000;0.000000;494.417143;0.000000;34557.987143;0.000000;0.000000;16;0;1;0;0;0
2260;M;47;105;15.088333;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2261;F;60;113;1215.457143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2262;F;38;144;372.727143;12068.970000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;11;0;0;0;0;0
2263;M;54;122;0.000000;374.762857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;53;0;0;0;0;0
2264;F;43;131;3625.531429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
2265;M;31;109;6542.902857;0.000000;0.000000;0.000000;558.672857;0.000000;0.000000;0.000000;0.000000;0.000000;1;3;0;0;0;0
2266;F;39;112;52.971429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2267;F;41;104;0.000000;1318.865714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3;0;0;0;5;0
2268;M;50;131;27.788333;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;958.036667;2;0;0;0;0;0
2269;M;62;113;11906.782857;0.000000;0.000000;2647.918571;17127.372857;0.000000;0.000000;0.000000;0.000000;0.000000;10;0;0;0;0;0
2270;M;69;128;39.022857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2271;M;54;121;44217.168571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
2272;M;53;109;249.348571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2273;F;48;110;0.000000;3302.234286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;10;0;0;0;0
2274;M;50;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.411429;0;0;0;0;0;0
2275;M;56;119;201.462857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2276;F;48;121;22558.062857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2277;F;66;118;36.548571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;8;2;0;0;0;1
2278;F;38;133;0.000000;303.428571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;21;0;0;0;0
2279;F;50;112;0.031667;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2280;M;52;107;0.000000;220.557143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;7;14;0;0;0;1
2281;M;64;126;105.710000;0.000000;0.000000;0.000000;205.264286;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2282;M;43;123;40527.044286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
2283;M;79;148;6.451429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2284;M;63;106;162.610000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;9;0;0;0;0;0
2285;F;58;121;2314.330000;646.098571;0.000000;7539.881429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5;6;0;0;0;0
2286;F;35;127;0.000000;91.367143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;2;0;0;0;0
2287;F;49;121;3981.342857;0.000000;39283.910000;2700.995714;8415.542857;0.000000;0.000000;0.000000;0.000000;0.000000;3;0;0;0;0;0
2288;F;33;111;150.297143;414.711429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;19;0;0;0;0
2289;F;59;108;0.000000;0.000000;12877.331429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2290;M;50;138;0.000000;0.000000;0.000000;0.000000;2178.482857;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2291;F;40;128;8.092857;53.574286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3784.895714;5;12;0;0;0;0
2292;M;77;134;165.257143;0.000000;34933.947143;4022.088571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2293;M;79;110;43.945714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2294;M;29;110;40.750000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;2;0;0;0;0
2295;F;39;110;8365.111429;2522.105714;0.000000;1448.048571;9598.905714;0.000000;0.000000;0.000000;0.000000;0.000000;30;0;0;0;0;0
2296;M;44;106;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;802.134286;1;0;0;0;0;0
2297;M;29;124;0.594286;0.000000;0.000000;0.000000;274.645714;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2298;F;29;119;122.457143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1607.315714;7;6;0;0;0;0
2299;M;48;125;27264.400000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2300;F;69;131;27832.421429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;13;0;0;0;0;0
2301;F;44;108;182.362857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6238.418571;0.000000;0.000000;0;1;0;0;0;0
2302;M;58;112;526.722857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
2303;M;43;116;57.428571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2304;M;63;134;5918.780000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2305;M;47;49;147.440000;1013.978571;0.000000;0.000000;0.000000;0.000000;16.102857;2635.468571;0.000000;8351.418571;14;0;0;0;3;0
2306;M;54;124;3726.282857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6;0;0;0;0;0
2307;M;60;129;0.000000;171.782857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3330.291429;3;21;0;2;3;0
2308;M;75;129;3482.032857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4;0;0;0;0;0
2309;M;38;120;2750.058571;1212.068571;0.000000;0.000000;3213.934286;0.000000;0.000000;0.000000;0.000000;0.000000;0;4;0;0;0;0
2310;M;66;125;0.000000;0.000000;0.000000;6472.927143;0.000000;0.000000;0.000000;0.000000;0.000000;1045.854286;1;0;0;0;0;0
2311;F;58;132;2.151429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2312;M;70;117;5663.781429;0.000000;0.000000;52383.918571;15503.641429;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2313;F;33;145;0.000000;0.000000;0.000000;0.000000;1255.310000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;1
2314;F;37;106;116.135714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;50;0;0;0;0
2315;M;48;129;18.262857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4522.405714;1;0;0;0;0;0
2316;M;29;110;0.000000;0.000000;0.000000;0.000000;1275.665714;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2317;F;43;110;30.925714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2318;M;29;105;0.000000;0.000000;0.000000;0.000000;1106.328571;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2319;F;56;124;0.000000;2374.734286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;6;0;0;10;0
2320;M;54;109;17549.541429;0.000000;0.000000;0.000000;17347.205714;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2321;M;67;152;6372.575714;0.000000;0.000000;40556.081429;1523.187143;0.000000;0.000000;0.000000;0.000000;0.000000;13;0;0;0;0;0
2322;M;30;109;0.000000;122.511429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;10;0;0;0;0
2323;M;27;105;0.000000;0.000000;0.000000;0.000000;178.278571;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2324;M;29;116;1259.468571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4;2;0;0;0;0
2325;M;37;137;0.021429;0.000000;0.000000;0.000000;6.125714;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2326;F;38;115;1156.954286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2327;F;43;105;0.000000;898.188571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2328;M;52;135;616.537143;0.000000;0.000000;0.000000;17361.467143;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2329;F;71;116;17381.797143;0.000000;22221.428571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;12;0;0;0;0;0
2330;F;46;107;8.407500;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;75.597500;1;0;0;0;0;0
2331;M;60;107;0.000000;0.000000;0.000000;0.000000;951.821429;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2332;F;40;116;500.071429;0.000000;0.000000;0.000000;1188.522857;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2333;M;69;114;1.648571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2334;M;71;110;669.695714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2335;M;42;109;37.217143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2336;F;64;143;0.000000;0.000000;14800.318571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2337;M;53;117;246.355714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;4;0
2338;F;37;148;0.000000;1.171429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2339;F;30;112;14.697143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2340;M;86;111;1912.162857;0.000000;0.000000;17442.550000;36324.317143;0.000000;0.000000;0.000000;0.000000;0.000000;5;0;0;0;0;0
2341;F;47;133;195.981429;0.000000;17142.857143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2342;F;32;113;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;8303.898571;0.000000;0.022857;4;0;0;0;0;0
2343;F;36;118;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;8;0;0;0;0;1
2344;M;68;111;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1868.222857;6;0;0;0;0;0
2345;F;71;110;18315.824286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5;0;0;0;0;0
2346;F;74;107;14.068571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2347;M;79;130;171.988571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2348;M;65;125;86.028571;0.000000;19005.168571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2349;M;68;107;159.185714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5;0;0;0;0;0
2350;F;53;125;397.537143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2351;F;58;126;43.885714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2352;M;37;119;1533.191429;0.000000;21133.654286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4;3;0;0;3;0
2353;M;38;107;894.297143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2354;M;54;124;1387.470000;0.000000;0.000000;0.000000;4276.292857;0.000000;0.000000;0.000000;0.000000;0.000000;5;5;0;0;0;0
2355;M;56;123;26.354286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2356;F;48;118;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;422.835714;0;0;0;0;0;0
2357;M;47;148;0.000000;0.000000;0.000000;1307.400000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2358;M;34;144;4402.734286;8449.138571;0.000000;0.000000;1158.831429;0.000000;0.000000;0.000000;0.000000;0.000000;6;0;0;0;0;0
2359;M;51;129;61345.618571;1630.925714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;15;8;0;0;0;0
2360;M;47;49;2.167143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;12653.864286;1;0;0;0;0;0
2361;F;34;49;0.045000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2362;F;50;49;71.936667;0.000000;0.000000;92.750000;0.000000;0.000000;9.393333;0.000000;0.000000;8024.066667;6;0;0;0;1;0
2363;F;43;108;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;7162.548571;3;9;0;2;0;1
2364;M;52;106;247.650000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
2365;M;42;49;7.592857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5124.110000;0.000000;0;0;0;0;0;0
2366;M;75;113;102.240000;0.000000;0.000000;0.000000;1289.144286;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2367;M;42;112;12.477143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1943.188571;0.000000;1;2;0;0;0;0
2368;M;40;116;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;882.538571;1;0;0;0;0;0
2369;M;58;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;7741.680000;1;0;0;0;0;0
2370;F;55;128;0.000000;0.000000;0.000000;0.000000;178.278571;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2371;M;56;137;50.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2372;M;52;126;1031.284286;0.000000;3579.194286;0.000000;0.000000;57.848571;0.000000;0.000000;442.314286;0.000000;1;0;0;0;0;0
2373;M;55;137;88.588571;0.000000;0.000000;2467.651429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2374;M;66;134;1744.104286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;518.602857;1;0;0;0;0;0
2375;F;56;117;1190.060000;686.500000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;19;0;0;0;0
2376;M;29;111;1.264286;0.000000;0.000000;0.000000;0.000000;205.004286;0.000000;24048.277143;0.000000;1197.462857;4;2;0;0;0;0
2377;M;47;123;187.210000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2378;M;37;134;1416.947143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3;3;0;0;0;0
2379;M;44;129;53.548571;0.000000;0.000000;0.000000;1573.874286;0.000000;0.000000;0.000000;0.000000;250.260000;2;0;0;0;0;0
2380;M;74;129;495.400000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2381;M;71;108;10017.987143;0.000000;0.000000;35282.835714;2406.478571;0.000000;0.000000;0.000000;0.000000;0.000000;2;17;0;0;0;0
2382;M;39;118;112.948571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2383;M;34;109;7216.872857;1287.742857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;7;0;5;9;0;1
2384;M;72;107;32.607143;0.000000;18857.142857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
2385;M;54;124;1219.167143;3799.650000;0.000000;0.000000;956.867143;0.000000;0.000000;0.000000;0.000000;0.000000;5;5;0;0;2;0
2386;M;49;149;1738.902857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2387;M;60;116;2893.161429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3;0;0;0;0;0
2388;M;54;125;8497.985714;0.000000;0.000000;16163.228571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
2389;M;72;130;233325.967143;7182.254286;145205.972857;0.000000;153989.194286;0.000000;0.000000;0.000000;0.000000;0.000000;32;0;0;0;0;0
2390;F;34;108;83.701429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;7;0;0;0;0
2391;F;79;108;62.178571;0.000000;10089.861429;98376.921429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3;0;0;0;0;0
2392;M;79;109;2406.425714;0.000000;17521.897143;191631.774286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2393;M;32;129;233.335714;385.870000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6;0;0;0;0;0
2394;M;55;121;0.000000;0.000000;0.000000;0.000000;621.991429;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2395;F;52;106;38653.570000;15208.482857;0.000000;11417.352857;691.437143;0.000000;0.000000;0.000000;0.000000;0.000000;37;0;0;0;0;0
2396;M;53;163;597.244286;0.000000;0.000000;0.000000;191.224286;0.000000;0.000000;83488.398571;0.000000;0.000000;21;0;0;0;4;0
2397;M;46;126;6372.358571;1196.794286;0.000000;0.000000;4018.951429;0.000000;0.000000;0.000000;0.000000;0.000000;16;0;0;0;0;0
2398;M;59;108;147.854286;26.497143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;6369.305714;4;0;0;0;0;0
2399;F;34;115;0.000000;65.512857;0.000000;0.000000;178.278571;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2400;M;42;111;533.045714;0.000000;0.000000;1439.800000;1522.370000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2401;M;40;118;0.000000;260.424286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;17;0;0;0;0
2402;F;38;110;4196.197143;0.000000;0.000000;0.000000;178.278571;0.000000;0.000000;0.000000;0.000000;0.000000;6;1;0;0;0;0
2403;F;48;135;17.015714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2404;F;80;151;295.717143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;12;0;0;0;0;0
2405;F;39;110;155.785714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;10;0;0;0;0
2406;F;48;120;369.657143;1.417143;0.000000;0.000000;298.560000;0.000000;0.000000;0.000000;0.000000;0.000000;1;8;0;0;0;0
2407;M;52;106;1286.340000;0.000000;0.000000;0.000000;0.000000;123.045714;0.000000;0.000000;58017.415714;0.000000;4;0;0;0;0;0
2408;M;42;108;4034.742857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2409;M;55;124;728.501429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3;21;0;0;2;0
2410;M;53;108;3053.660000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
2411;M;57;117;0.000000;0.000000;0.000000;0.000000;0.000000;22.206667;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2412;M;89;124;246.851429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;1
2413;M;44;131;1.005714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2414;M;44;49;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1436.953333;4;5;0;0;0;0
2415;M;71;111;0.000000;0.000000;0.000000;0.000000;178.278571;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2416;F;37;120;14274.988571;0.000000;0.000000;0.000000;5868.341429;0.000000;0.000000;0.000000;0.000000;0.000000;6;0;0;0;5;0
2417;M;54;122;3079.001429;0.000000;0.000000;0.000000;1165.467143;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2418;F;36;151;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;437.542857;9;0;0;0;0;1
2419;F;58;144;33.028571;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2420;M;63;117;704.272500;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4688.677500;4;4;0;0;0;0
2421;M;83;112;175.525714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2422;M;48;155;3543.211429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2423;M;54;134;623.720000;74.175714;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;4;9;0;0;0;1
2424;F;59;49;210.852857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5;0;0;0;0;0
2425;M;39;109;7631.994286;0.000000;1138800.660000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
2426;M;43;111;246.102857;0.000000;0.000000;0.000000;23.771429;0.000000;0.000000;0.000000;0.000000;0.000000;4;3;0;0;0;0
2427;F;37;117;0.000000;0.000000;0.000000;0.000000;0.000000;56.622857;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2428;M;57;118;8323.847143;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;5;0;0;0;0;0
2429;M;78;150;29.634286;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2430;F;49;113;650.001429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;3;0;0;0;0;0
2431;M;52;133;425.102857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2432;F;75;140;44.360000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2433;M;39;133;8913.911429;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;0;0;0;0;0
2434;F;62;109;2303.491429;0.000000;4423.962857;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0.000000;2;0;0;0;0;0
2435;F;49;144;7684.302857;0.000000;0.000000;0.000000;4836.865714;0.000000;0.000000;0.000000;0.000000;0.000000;9;0;0;0;0;0
2436;M;36;121;627.715714;0.000000;0.000000;0.000000;4009.407143;0.000000;0.000000;0.000000;0.000000;0.000000;1;0;0;0;0;0
